,0
0,3.7574206405317487
1,2.7816582016661164
2,2.235790051105155
3,1.8874025290315912
4,1.6381954888235812
5,1.4324199414298997
6,1.2653523453595312
7,1.1171730981945458
8,0.989277511472818
9,0.871857419314479
