,0
0,4.17694830589392
1,3.588929759945079
2,3.229459391140587
3,2.923314867458966
4,2.657871550424543
5,2.4329763182599193
6,2.2316784851839353
7,2.064555632709618
8,1.916790000917968
9,1.7881386643102821
