,0
0,4.4366616868698205
1,3.8776604160618797
2,3.383097181393409
3,2.9688190381189834
4,2.6382752079576233
5,2.394989481432958
6,2.2241420567378887
7,2.0956691247259127
8,1.977565549995681
9,1.8789535815030889
