,Principal Component 1,Principal Component 2,Principal Component 3,Principal Component 4,Principal Component 5,Principal Component 6,Principal Component 7,Principal Component 8,Principal Component 9,Principal Component 10,Principal Component 11,Principal Component 12,Principal Component 13,Principal Component 14,Principal Component 15,Principal Component 16,Principal Component 17,Principal Component 18,Principal Component 19,Principal Component 20,Principal Component 21,Principal Component 22,Principal Component 23,Principal Component 24,Principal Component 25,Principal Component 26,Principal Component 27,Principal Component 28,Principal Component 29,Principal Component 30,Principal Component 31,Principal Component 32,Principal Component 33,Principal Component 34,Principal Component 35,Principal Component 36
1596,-2.922842941148141,-0.04787059352500362,1.0631019747583106,1.687537740336275,3.8044323439270844,-0.48401016934591007,-0.9338164931626106,-0.7406526002054483,-0.38214877808617886,0.40539373237627885,-1.7773527881292825,0.7366071944016601,-0.7434496365843288,1.1502303557186087,0.6672742814175489,-0.40069596994459933,1.2195077763325992,-0.6657452385097289,0.2510739046540954,1.615136953703987,-1.5804495191220107,1.0233058573707425,-1.3802482174427535,0.5571885379250502,0.10150922060863467,1.2903224484366635,0.5533520144648293,-0.2140096574834915,-0.319658620901895,0.2873328633515929,1.1766092133933823,-0.2854126367061074,-0.5379865533189179,-0.13827066917997774,-0.6656704682346416,0.04925150043211226
3800,-2.5740182767833075,-0.04318325241928373,1.6011261870670757,0.37708097236028143,-3.664210092707207,-3.29819726614346,-0.4808089377651277,1.0665590298978178,1.2658863543745311,-0.7223066357710631,1.2957694768546149,0.9828761659511077,0.7254213953655618,-1.0456042866578679,0.192145018744108,0.03461598823943205,1.5919921164601383,0.22077073634662175,-0.9790639243698666,0.8805970882628271,0.28401032363711276,0.05475140170531649,1.078235661815741,-1.0998050175084917,-0.036211213221859606,-0.3041704653171208,-0.8264902535141221,0.33810986635785667,0.41347047280860344,0.051259663327562356,0.4727744206978798,-0.9141858733550807,0.5647806184086488,-0.5670332008141291,-0.2022882374575148,-0.30188950581098534
2757,-2.733291125424965,0.003457275001266158,2.222891158426305,0.8244250704151238,-0.750366496528702,-1.0641752958476316,-0.6917035115969226,-0.32815582260968357,-0.6058365376837395,0.2386552444259904,-0.3658821912625597,-0.3629739734202383,0.17106779357172452,0.9788199895281706,-0.11268182581032177,0.1610575481843495,-0.4881885559276762,-0.12865533460527007,0.03779409106654079,1.2271430933976435,1.3355524687971296,-1.2520173503198742,0.16939527646329205,0.3533562205955818,1.1383717226376253,0.9326681682059311,-1.058311934406901,0.9861770598861626,-0.4761141238271284,-0.8081889386658515,0.1593851874179018,0.18472579518386056,1.3083794213328699,-0.03747738069855342,0.8699176599205348,-0.008250280658258799
283,-2.278217316698008,-0.06381173762170517,-2.1182894781524126,2.6528481276084688,3.3483409829981556,2.0476854675554432,0.849861277034868,-0.4815421361749112,-0.8607250760814326,0.3637789870499124,0.5533036600742476,-0.5849312548088198,0.7960070513347477,0.5376364397831349,0.4383445748273071,-0.45852763898113214,0.780316304561328,-0.6724931372599326,0.39560513171205014,-0.8824227404017385,0.274234509279511,0.34430198973478876,-0.44291939555728455,-0.3320750467932251,-0.2845030765196845,-0.7360816813986362,-0.0307130602668602,-0.27179179433057465,0.2786497496474281,-0.22175087610787672,-0.4157902708567732,0.48137556184111013,-0.2099134290984061,-0.6742779725819349,-0.020042549659464354,0.3283356706255566
4019,-2.121450266444243,-0.170369875438648,-2.262308899068557,-1.2344314154024243,2.3601670458447783,0.13882112282837727,0.5011302663178707,1.3480990506146207,1.820134991424096,-0.9849138658597122,0.7595566215817657,0.001149908355584934,-1.9776476001592291,-1.421375731984549,-0.20913810195413496,0.07026265508412981,-0.30737075874185055,-0.48361092180973114,0.24449134120480878,-0.3675903425848765,1.044040861106417,-0.5437668607645135,-0.4808641656652951,-0.900580469126635,-1.8605795626945898,-0.1486565809430711,-0.9608831852789976,0.12313194457063018,0.9865357504203599,-1.2024974827621524,0.16271141004636255,-0.2510974744947313,1.2860399341578237,-0.651649222279398,0.21365531102401494,-0.48053167229855154
808,-2.207080526344031,0.02669239879312209,3.4207351351216273,-0.13786410449813785,-4.180634384113663,-1.2064674267911843,-0.3935441827895707,0.7810402540069338,0.253677558922421,-0.04292842817670738,1.4496657740355,-0.3194553108125216,-2.163872969181033,-0.015563036077576909,-0.87764880895651,0.6898565711540144,0.3716182184385378,0.2633723885577816,-0.23741832881844713,-1.2838797254711694,0.0006976370219573913,0.24021914593052934,-2.4415068763139516,0.8481914307695405,0.36423057667067943,0.15486499305754145,-0.001149224328745217,-0.020026567118671682,-0.3431726572761069,-1.281574164333805,-0.5517725667146028,0.9274933311458063,-0.1139625964589388,-0.3476186363315771,-0.989080776701279,-0.03290988953825632
2341,-0.6653642591782146,-0.22034830552294396,4.143916653971643,-1.9328927981875785,2.455896257292171,-2.1506441548202946,1.2758849364758909,-0.423320148879287,-1.8013025635117081,0.4023915686760301,0.8734189019991854,0.561840224685138,1.2352496384960971,-2.1090428562292614,-0.3552765130486148,0.20430833370387722,-0.8356660844621272,1.0826959042391902,-0.7832966886134606,-0.12591156129896963,-1.0946542319841146,0.1677578578120492,0.267418286785213,1.5065151851074654,1.3345083292238837,0.08845888488096322,0.6433853371949108,-0.07044872894224657,-0.49667594189612824,-0.21824348990661632,0.4162831463257375,-0.8362652254329986,-1.9363105716539089,-0.7149426597355109,0.717565703467686,-2.031696023956105
1882,-2.171725804037091,0.18107391425197442,1.04995770884274,9.226054029801965,-0.9386311113080335,1.0252413069707471,0.3048606340709034,-0.3643874465578535,-0.6499692707858441,-0.11837278314321145,-0.469714922373338,-1.0147409509696104,0.02736425597525758,-0.48262502671325413,1.0273989497000704,-0.7610164902739291,-0.08318794094916916,-0.5769546495693377,0.7364396897230239,-1.381115573190848,-0.9657251010548981,-0.32480039254326015,-2.160684989561258,1.8380269142047978,-2.465680132140158,-0.6386865471108144,0.5778282919794845,-0.6945986337045317,-1.067080566917999,1.0910015835648998,-0.046854121724919075,1.0845907543797735,1.6493203310950881,-0.07131553880165223,0.7667688648256776,0.12936504675899987
2139,-2.452675632649104,-0.1617587317979646,-2.612329460028188,-1.978811627104836,2.7789373153378296,-1.7115393786420114,-1.2219046061127334,-0.30934721668385645,-0.5016518490566865,0.5504530884575631,0.14228458555811002,2.0465625649601096,0.939170345490435,-0.5061716826276426,0.9151800150471017,-0.28413390249758713,-1.1100353560097496,-0.5255153926655912,0.8005129045496278,0.10232305932526675,1.0557416708608696,0.45483050596885194,1.3820241013796684,-1.3672253001055756,0.7918523349176118,-1.178491508568385,0.3677403710667624,-0.1213908145132468,-0.6884353045133983,-0.1701936228644744,-1.4064191107620523,1.1587228285896398,0.29326781608192953,-1.1144252179752037,-0.6821045639902916,0.01731421347668722
474,-2.8472201976413123,-0.06389326404230546,2.646732015034295,-2.7339356342567402,-0.14609624122201434,0.0517445955772107,1.6088157350824561,0.03771716177832568,3.040787672704809,-1.6550111965316998,-2.8524980097305845,0.8235656065305496,1.6165579101447163,-0.8109391713625425,-1.2034325829894645,1.7109622701426614,-3.8739022798482323,0.2016276268170895,0.8668552996998572,-2.599372371571077,2.3967229396412075,0.6660432369594217,-0.8815087754246155,1.360141874790399,2.414480974138217,0.9148604413953614,-0.34190749055983405,-1.0817333600723356,3.3573643187225835,1.0384486183956618,-2.679006962627244,-2.1195206088519125,-1.1951411050660656,1.4902122183667517,0.31330406215014583,0.13519868851432146
1036,-2.8339762917854427,-0.18758688500464524,-1.744671969279724,0.42493148416763127,4.468561018760198,-1.0696698024116793,-0.010781917454920185,0.7744538420813739,1.35659971145422,-0.6091671443260032,0.314827574787499,1.0187736304578643,-0.6272806980449989,-0.5348516656004767,1.0917803047371284,-0.973740825191189,1.518348359101913,-0.5998299057303417,-0.23072618974414544,1.3709815377827257,-0.237077661915457,0.4193360871278567,-0.24623526296732703,0.17321214608736946,2.1459950342301695,0.44203255254366186,0.22668580217418022,0.3290476802587558,-0.9922969255248838,-0.725096351377806,-1.1863205957851521,0.8479775974708308,0.7303850024652936,-0.5106563195310279,-0.366252285140545,0.17014035792144513
1479,-2.158745057995132,-0.22693210622445323,-2.865962001365787,-2.820547206891738,-0.30672254820264105,-1.9918975382232815,-0.3882581012561906,1.094138786828151,0.4522505166269742,-0.20769482357774574,2.449518279253135,0.6579801254956712,-1.349994482180211,-0.32676243784680215,0.7180461315676842,-0.5124706297317193,1.1567167197789199,-0.0006357153362010738,-0.5971421785635515,-0.8673848537225876,0.03487826042684644,0.6322016691381678,0.5560594658836723,-0.3430147150597675,-0.2169854441005457,-0.5767333668265042,-0.8029230472691153,0.2437363526184957,0.36918002594010974,-0.1417674843064941,0.4124426826177335,-1.2657749631227404,0.3920073198565066,-0.5034447903509617,0.9434803654263867,0.4336616073566945
2903,-3.73096349596869,0.18217715814448,7.484365388772996,5.869454333722542,-0.05776286130730969,-1.7049879167737696,0.2431781264305489,1.2844145254512398,1.6990888790619547,-0.9178038408017922,1.3237227538978318,0.0285553955145539,-0.7834372625651472,-0.03573657622069583,-0.2793626623018046,0.5013511311366338,0.6384270904565513,-0.7662830080589748,0.6781616195388651,0.1847115624780511,-0.505547656629558,-0.4004721676485364,0.8412300085883556,-0.15000460876951233,-0.34328110564900277,-0.8359077741363043,-0.7791575981665859,0.43495488682227107,-0.007704134011300206,0.3623955937640778,0.16324180636463226,-1.696726473496972,0.37117712552629606,0.21872767026751502,0.714100245280399,0.03356123029577394
4855,-2.52265485321729,-0.0704024274204028,-1.2170241758271596,1.327697174165436,1.9681206511550793,-1.1724386883258997,-0.9225277509864663,-0.32438828412581056,-0.5197203464422849,0.31845592824460983,-0.33301499559143743,0.738249008089412,-0.0607329621004655,0.06304405931072872,0.7312340626973929,-0.470312087839836,-0.8112793314600953,-0.06151764851760411,0.27018473329462805,0.1284500228389549,0.5862308396453579,0.03608543023981063,0.0033415299544485595,-0.2894299402337783,0.13649264743152847,1.5547002367152696,0.8370561286795641,0.23579808793620366,-1.367910153015411,0.7447540615941828,0.8452377634414856,-0.8125773369307098,0.1034728135818841,0.2330525951740595,-0.4462092825889387,-0.45046292051741194
2354,-1.678117413639054,-0.0463805818747411,-4.410701294991934,2.517783463332822,-2.5118744587741846,-1.8943076841084596,-1.5164067682041058,-1.109463317478351,-1.5249641834608565,0.5744034227108266,-1.278954442381564,0.03981139718259376,0.2252858813542408,0.8825019155764547,0.4914706450149346,-0.15366046172175066,-1.3715796035968326,-0.25759575018263636,0.5999580244326018,1.1818018554116267,1.3140001467112243,0.24298210677138893,-0.22961149162176528,0.21019786520695335,-0.10581778931382939,0.8250565688656508,0.6574877233868408,-0.3384211682275549,-0.14934762087339062,-0.24973613667890218,0.931796750646858,-0.016387385502664026,-0.33237952939759124,-0.5256598220207829,-0.654734741983279,-0.09416467781912825
5133,-1.9502353245923691,-0.003121266977511214,-1.4883625806250123,2.4913430888611936,-1.6210492659505409,1.261724311978117,1.1270593622445269,-1.0300446321801846,-0.4674347923896218,-0.035763065683799625,-1.7194657484102795,-1.4240965100171408,1.4833626950603658,1.3386925506434921,-0.741641188814236,0.24994807240689126,0.1829283595706636,1.0738284024391533,-0.9277708417327563,1.0916671103747615,-0.40678544736604877,0.16374717581540826,0.2688111431845705,0.05473248533468145,-1.1634919217736668,-0.7199936329195158,0.46565450168169387,-0.848961550002457,0.6596360731381309,0.5528326697993842,0.33871838876878424,0.43259953311788774,-0.98148406770426,-1.2541955121588486,-0.13085095626329654,0.9707118977434838
1236,2.5204290127214377,-1.1175906596435135,-1.1194029705672863,-1.9006907228426204,1.2453617894615818,-1.4569044635248016,2.246584132036858,-0.3070449780891954,-0.9120359329919456,-1.4326481367691821,0.7968649059274633,-0.677295659314249,-0.12276713730827687,1.9975060112651422,1.945277992673939,-1.2996251334542608,-1.6282118862684856,-0.02327385460680489,0.7377499041936908,-1.0682086892873641,-0.09035499626469752,-0.9344489686232753,-4.582917979515213,-2.5580330997560696,-2.8998593489505575,-0.9904368119673543,-0.9302834912269714,-0.05178852832434894,-0.24239593014488967,-0.7006419089537874,-0.14214468709805508,0.6639286671716523,0.25075814874495045,1.456264635101964,-1.0092890851167187,-0.7656292623580804
4908,-3.899479998890956,0.41730070003393827,16.694637699532006,0.6843318474934772,-1.8331376715729786,2.8525381631094477,-0.705175336874826,-1.901390510434451,-5.81257021343858,3.1159145523695777,3.554519400799766,-2.645026035355419,8.627644302114192,1.3603008578389,-3.4706163708904887,3.2943104355242894,-1.8693395682672884,-1.4100020273260636,2.6000083467669737,0.3572360663523948,0.19749352716400956,0.8151587981342168,-1.9587356568883945,0.2683511735725431,-0.21088160715910448,-2.0120784300776133,-0.008712974350823828,-0.5946823937936461,0.05876586597799232,-0.49845460037440703,-0.9002148755348482,0.9295562168051831,-0.9892640922822767,-0.05414255595386056,-0.044456906211504846,0.30371507713566803
